기관코드,전체기관명,최하위기관명
7008146,배화여자대학교,배화여자대학교
7008147,농협대학교,농협대학교
7008148,광양보건대학교,광양보건대학교
7008149,인덕대학교,인덕대학교
7008150,세경대학교,세경대학교
7008152,용인송담대학교,용인송담대학교
7008153,선린대학교,선린대학교
7008154,동아인재대학교,동아인재대학교
7008155,경민대학교,경민대학교
7008156,영남이공대학교,영남이공대학교
7008157,부산과학기술대학교,부산과학기술대학교
7008158,혜전대학교,혜전대학교
7008159,구미대학교,구미대학교
7008160,조선이공대학교,조선이공대학교
7008161,조선간호대학교,조선간호대학교
7008162,기독간호대학교,기독간호대학교
7008163,제주국제대학교,제주국제대학교
7008164,오산대학교,오산대학교
7008166,여주대학교,여주대학교
7008167,수원과학대학교,수원과학대학교
7008168,백제예술대학교,백제예술대학교
7008169,안동과학대학교,안동과학대학교
7008170,계원예술대학교,계원예술대학교
7008171,경인여자대학교,경인여자대학교
7008172,경남정보대학교,경남정보대학교
7008173,한국전력국제원자력대학원대학교,한국전력국제원자력대학원대학교
7008174,수성대학교,수성대학교
7008175,동양미래대학교,동양미래대학교
7008176,대전보건대학교,대전보건대학교
7008177,두원공과대학교,두원공과대학교
7008178,대구미래대학교,대구미래대학교
7008179,서울예술대학교,서울예술대학교
7008180,유한대학교,유한대학교
7008181,연성대학교,연성대학교
7008182,강원관광대학교,강원관광대학교
7008183,전남과학대학교,전남과학대학교
7008184,세한대학교,세한대학교
7008185,숭실사이버대학교,숭실사이버대학교
7008186,서울벤처대학원대학교,서울벤처대학원대학교
7008187,동아방송예술대학교,동아방송예술대학교
7008188,김천과학대학교,김천과학대학교
7008189,삼육보건대학교,삼육보건대학교
7008190,부산예술대학교,부산예술대학교
7008191,한국전통문화대학교,한국전통문화대학교
7008192,동원대학교,동원대학교
7008193,김포대학교,김포대학교
7008194,성덕대학교,성덕대학교
7008196,숭의여자대학교,숭의여자대학교
7008197,한국관광대학교,한국관광대학교
7008198,한국복지대학교,한국복지대학교
7008200,대경대학교,대경대학교
7008201,고구려대학교,고구려대학교
7008202,충북보건과학대학교,충북보건과학대학교
7008203,김해대학교,김해대학교
7008204,수원여자대학교,수원여자대학교
7008205,서울여자간호대학교,서울여자간호대학교
7008206,웅지세무대학교,웅지세무대학교
7008207,강릉영동대학교,강릉영동대학교
7008208,한국폴리텍대학신기술연수센터,한국폴리텍대학신기술연수센터
7008209,서일대학교,서일대학교
7008210,한국영상대학교,한국영상대학교
7008211,계명문화대학교,계명문화대학교
7008212,창신대학교,창신대학교
7008213,군산간호대학교,군산간호대학교
7150446,부산광역시교육청 부산외국인학교,부산외국인학교
7150449,부산광역시교육청 부산화교중고등학교,부산화교중고등학교
7150549,부산광역시교육청 부산국제외국인학교,부산국제외국인학교
8181133,충청남도교육청 충청남도아산교육지원청 여해학교,여해학교
8750610,경상북도교육청 한동글로벌학교,한동글로벌학교
8750642,경상북도교육청 글로벌선진학교문경캠퍼스,글로벌선진학교문경캠퍼스
C000000,부경대학교 누리해양바이오식의약사업단,누리해양바이오식의약사업단
C000001,부경대학교 선박실습운영센터,선박실습운영센터
C000005,부경대학교 누리기계사업팀,누리기계사업팀
C000006,부경대학교 기성회,기성회
C000007,부경대학교 신재생에너지부품소재지역혁신센터,신재생에너지부품소재지역혁신센터
C000008,부경대학교 수산과학연구원 수산과학연구소,수산과학연구소
C000012,부경대학교 산학협력단 학술진흥부,학술진흥부
C000013,부경대학교 종합인력개발원,종합인력개발원
C000014,부경대학교 종합인력개발원 취업지원센터,취업지원센터
C000015,부경대학교 종합인력개발원 학생상담센터,학생상담센터
C000016,부경대학교 종합인력개발원 여대생커리어개발센터,여대생커리어개발센터
C000017,부경대학교 종합인력개발원 행정실,행정실
C000018,부경대학교 공학교육혁신센터,공학교육혁신센터
C000019,부경대학교 공학교육혁신센터 공학교육인증지원부,공학교육인증지원부
C000020,부경대학교 공학교육혁신센터 교육과정개발부,교육과정개발부
C000021,부경대학교 공학교육혁신센터 산학협력부,산학협력부
C000022,부경대학교 공학교육혁신센터 자체평가부,자체평가부
C000023,부경대학교 교육연수원,교육연수원
C000024,부경대학교 언어교육원,언어교육원
C000025,부경대학교 교양.교육개발원,교양.교육개발원
C000026,부경대학교 학생생활관,학생생활관
C000027,부경대학교 기획처 기획과,기획과
C000028,부경대학교 기획처 홍보협력과,홍보협력과
C000029,부경대학교 법률지원센터,법률지원센터
C000030,부경대학교 교양.교육개발원 행정실,행정실
C000031,부경대학교 산학협력단 대외기획부,대외기획부
C000032,부경대학교 학생처 입학관리본부,입학관리본부
C000033,부경대학교 대외사업본부,대외사업본부
C000034,부경대학교 사무국 재무과,재무과
C000035,부경대학교 국제교류원,국제교류원
C000036,부경대학교 수산질병관리원,수산질병관리원
C000037,부경대학교 학생처 입학관리본부 입학관리과,입학관리과
C000038,부경대학교 대외사업본부 대외지원부,대외지원부
C000039,부경대학교 대외사업본부 사업관리부,사업관리부
C000040,부경대학교 수송기계안전편의융합부품소재인재양성센터,수송기계안전편의융합부품소재인재양성센터
C000041,부경대학교 공과대학 공과대학부설공학교육혁신센터,공과대학부설공학교육혁신센터
C000042,부경대학교 환경.해양과학기술연구원 슈퍼컴퓨터센터,슈퍼컴퓨터센터
C000043,부경대학교 환경.해양과학기술연구원 지구과학연구소,지구과학연구소
C000044,부경대학교 환경.해양과학기술연구원 사막화방지연구소,사막화방지연구소
C000045,부경대학교 종합인력개발원 창업취업지원센터,창업취업지원센터
C000046,부경대학교 입학관리본부,입학관리본부
C000047,부경대학교 교무처 평의원회,평의원회
C000048,부경대학교 인문사회과학연구원 EU교류센터,EU교류센터
C000049,부경대학교 해양용LMO위해성평가센터,해양용LMO위해성평가센터
C000050,부경대학교 입학관리본부 입학사정관실,입학사정관실
C000051,부경대학교 경영대학 행정실 경영교육혁신센터,경영교육혁신센터
C000052,부경대학교 LED-해양융합기술연구센터,LED-해양융합기술연구센터
C000053,부경대학교 부경대학교-ETRIOpenR&#38;D센터,부경대학교-ETRIOpenR&#38;D센터
C000054,부경대학교 환경.해양과학기술연구원 해양문화재센터,해양문화재센터
C000056,부경대학교 입학관리본부 입학관리과,입학관리과
C000057,부경대학교 산학협력단 산학협력부 수산식품가공산업산학관연구지원센터,수산식품가공산업산학관연구지원센터
C000058,부경대학교 산학협력선도대학(LING)육성사업단,산학협력선도대학(LING)육성사업단
C000059,부경대학교 학생처 학생복지과,학생복지과
C000060,부경대학교 기획처 대외협력과,대외협력과
C000061,부경대학교 국제교류본부,국제교류본부
C000062,부경대학교 국제교류본부 국제교류부,국제교류부
C000063,부경대학교 국제교류본부 언어교육부,언어교육부
C000064,부경대학교 대학교육개발원,대학교육개발원
C000065,부경대학교 산학협력단 산학협력부 융복합해양플랜트연구센터,융복합해양플랜트연구센터
C000066,부경대학교 글로벌수산대학원,글로벌수산대학원
C010002,강원대학교 연구소 싸이클로트론연구소,싸이클로트론연구소
C010019,강원대학교 동물생명과학대학,동물생명과학대학
C010022,강원대학교 동물생명과학대학 동물사육장,동물사육장
C010026,강원대학교 삼척캠퍼스,삼척캠퍼스
C010031,강원대학교 삼척캠퍼스 행정본부,행정본부
C010033,강원대학교 삼척캠퍼스 부속시설,부속시설
C010038,강원대학교 삼척캠퍼스 부속시설 평생교육원,평생교육원
C010039,강원대학교 삼척캠퍼스 부속시설 공동실험실습관,공동실험실습관
C010040,강원대학교 삼척캠퍼스 부속시설 어학교육원,어학교육원
C010042,강원대학교 삼척캠퍼스 부속시설 체육진흥원,체육진흥원
C010043,강원대학교 삼척캠퍼스 산학협력분단,산학협력분단
C010044,강원대학교 삼척캠퍼스 공학대학,공학대학
C010045,강원대학교 삼척캠퍼스 인문사회과학대학,인문사회과학대학
C010060,강원대학교 삼척캠퍼스 공학대학 전자정보통신공학부,전자정보통신공학부
C010062,강원대학교 삼척캠퍼스 공학대학 컴퓨터공학과,컴퓨터공학과
C010065,강원대학교 삼척캠퍼스 공학대학 건축학과,건축학과
C010066,강원대학교 삼척캠퍼스 공학대학 소방방재학부,소방방재학부
C010071,강원대학교 삼척캠퍼스 공학대학 전자정보통신공학부 전자공학전공,전자공학전공
C010072,강원대학교 삼척캠퍼스 공학대학 전자정보통신공학부 정보통신공학전공,정보통신공학전공
C010077,강원대학교 삼척캠퍼스 인문사회과학대학 관광학과,관광학과
C010091,강원대학교 문화예술대학,문화예술대학
C010094,강원대학교 문화예술대학 디자인학과,디자인학과
C010095,강원대학교 문화예술대학 미술학과,미술학과
C010096,강원대학교 문화예술대학 음악학과,음악학과
C010097,강원대학교 문화예술대학 무용학과,무용학과
C010098,강원대학교 문화예술대학 영상문화학과,영상문화학과
C010099,강원대학교 문화예술대학 스토리텔링학과,스토리텔링학과
C010100,강원대학교 공과대학 생물공학과,생물공학과
C010134,강원대학교 교무처,교무처
C010138,강원대학교 대학원 경영대학원,경영대학원
C010140,강원대학교 삼척캠퍼스 부속시설 평의원회,평의원회
C010143,강원대학교 삼척캠퍼스 부속시설 미디어센터,미디어센터
C010150,강원대학교 부속기관 교수학습개발원,교수학습개발원
C010152,강원대학교 삼척캠퍼스 산학협력분단 국제유기농림수산센타,국제유기농림수산센타
C010155,강원대학교 삼척캠퍼스 행정본부 행정지원과,행정지원과
C010156,강원대학교 삼척캠퍼스 행정본부 행정지원과 예비군연대,예비군연대
C010157,강원대학교 산림환경과학대학,산림환경과학대학
C010160,강원대학교 산림환경과학대학 부속학술림,부속학술림
C010164,강원대학교 삼척캠퍼스 인문사회과학대학 어문학부,어문학부
C010170,강원대학교 산림환경과학대학 제지공학과,제지공학과
C010174,강원대학교 삼척캠퍼스 부속시설 공학교육혁신센터,공학교육혁신센터
C010175,강원대학교 삼척캠퍼스 학교기업,학교기업
C010176,강원대학교 삼척캠퍼스 학교기업 해양관광레저스포츠센터,해양관광레저스포츠센터
C010178,강원대학교 대학원 의학전문대학원,의학전문대학원
C010188,강원대학교 대학원 법학전문대학원,법학전문대학원
C010189,강원대학교 대학원 법무전문대학원,법무전문대학원
C010191,강원대학교 대학원 법학전문대학원 학생지도센터,학생지도센터
C010196,강원대학교 교무처 교무과,교무과
C010197,강원대학교 교무처 학사지원과,학사지원과
C010198,강원대학교 학생처,학생처
C010201,강원대학교 기획처,기획처
C010202,강원대학교 대외협력본부,대외협력본부
C010203,강원대학교 국제교류본부,국제교류본부
C010205,강원대학교 기획처 기획조정과,기획조정과
C010206,강원대학교 기획처 평가지원과,평가지원과
C010207,강원대학교 대외협력본부 대외협력팀,대외협력팀
C010208,강원대학교 국제교류본부 국제교류팀,국제교류팀
C010209,강원대학교 사무국 재무과,재무과
C010211,강원대학교 산학협력단 산학연구기획과,산학연구기획과
C010212,강원대학교 산학협력단 산학연구지원과,산학연구지원과
C010214,강원대학교 산림환경과학대학 부속학술림 학술림운영팀,학술림운영팀
C010222,강원대학교 삼척캠퍼스 행정본부 시설지원팀,시설지원팀
C010223,강원대학교 삼척캠퍼스 부속시설 도서관,도서관
C010225,강원대학교 삼척캠퍼스 산학협력분단 산학협력지원팀,산학협력지원팀
C010227,강원대학교 삼척캠퍼스 부속연구소(센터),부속연구소(센터)
C010228,강원대학교 서울본부,서울본부
C010233,강원대학교 연구소 의료바이오신소재융복합연구센터,의료바이오신소재융복합연구센터
C010236,강원대학교 위원회,위원회
C010241,강원대학교 대학원 의학전문대학원 의학과,의학과
C010243,강원대학교 삼척캠퍼스 학군단,학군단
C010244,강원대학교 부속기관 백령아트센터,백령아트센터
C010245,강원대학교 경영대학 경영학과,경영학과
C010246,강원대학교 경영대학 관광경영학과,관광경영학과
C010247,강원대학교 경영대학 회계학과,회계학과
C010248,강원대학교 경영대학 경제학과,경제학과
C010249,강원대학교 경영대학 국제무역학과,국제무역학과
C010250,강원대학교 공과대학 에너지자원공학과,에너지자원공학과
C010251,강원대학교 공과대학 환경공학과,환경공학과
C010252,강원대학교 공과대학 기계의용공학과,기계의용공학과
C010253,강원대학교 공과대학 기계메카트로닉스공학과,기계메카트로닉스공학과
C010254,강원대학교 농업생명과학대학 식물자원응용공학과,식물자원응용공학과
C010255,강원대학교 농업생명과학대학 응용생물학과,응용생물학과
C010256,강원대학교 농업생명과학대학 지역건설공학과,지역건설공학과
C010257,강원대학교 농업생명과학대학 바이오시스템공학과,바이오시스템공학과
C010258,강원대학교 농업생명과학대학 원예학과,원예학과
C010259,강원대학교 농업생명과학대학 바이오자원환경학과,바이오자원환경학과
C010260,강원대학교 동물생명과학대학 동물자원과학과,동물자원과학과
C010261,강원대학교 동물생명과학대학 동물생명시스템학과,동물생명시스템학과
C010262,강원대학교 동물생명과학대학 동물식품응용과학과,동물식품응용과학과
C010263,강원대학교 동물생명과학대학 동물생명공학과,동물생명공학과
C010264,강원대학교 사회과학대학 행정학과,행정학과
C010265,강원대학교 사회과학대학 부동산학과,부동산학과
C010266,강원대학교 사회과학대학 정치외교학과,정치외교학과
C010267,강원대학교 사회과학대학 신문방송학과,신문방송학과
C010268,강원대학교 사회과학대학 심리학과,심리학과
C010269,강원대학교 사회과학대학 사회학과,사회학과
C010270,강원대학교 사회과학대학 문화인류학과,문화인류학과
C010271,강원대학교 산림환경과학대학 산림경영학과,산림경영학과
C010272,강원대학교 산림환경과학대학 조경학과,조경학과
C010273,강원대학교 산림환경과학대학 산림자원학과,산림자원학과
C010274,강원대학교 산림환경과학대학 산림환경보호학과,산림환경보호학과
C010275,강원대학교 산림환경과학대학 산림바이오소재공학과,산림바이오소재공학과
C010276,강원대학교 자연과학대학 수학과,수학과
C010277,강원대학교 자연과학대학 정보통계학과,정보통계학과
C010278,강원대학교 자연과학대학 생화학과,생화학과
C010279,강원대학교 자연과학대학 생명과학과,생명과학과
C010280,강원대학교 자연과학대학 지질학과,지질학과
C010281,강원대학교 자연과학대학 지구물리학과,지구물리학과
C010283,강원대학교 의생명과학대학,의생명과학대학
C010284,강원대학교 IT대학,IT대학
C010285,강원대학교 수의과대학,수의과대학
C010291,강원대학교 IT대학 전기전자공학부,전기전자공학부
C010292,강원대학교 IT대학 컴퓨터학부,컴퓨터학부
C010293,강원대학교 수의과대학 수의학과,수의학과
C010294,강원대학교 수의과대학 수의예과,수의예과
C010299,강원대학교 IT대학 전기전자공학부 전기전자공학전공,전기전자공학전공
C010300,강원대학교 IT대학 전기전자공학부 전자공학전공,전자공학전공
C010301,강원대학교 IT대학 전기전자공학부 전자통신공학전공,전자통신공학전공
C010302,강원대학교 IT대학 컴퓨터학부 컴퓨터정보통신공학전공,컴퓨터정보통신공학전공
C010303,강원대학교 IT대학 컴퓨터학부 컴퓨터과학전공,컴퓨터과학전공
C010304,강원대학교 삼척캠퍼스 공학대학 토목공학과,토목공학과
C010305,강원대학교 삼척캠퍼스 공학대학 에너지자원공학과,에너지자원공학과
C010306,강원대학교 삼척캠퍼스 공학대학 건축공학과,건축공학과
C010307,강원대학교 삼척캠퍼스 공학대학 환경공학과,환경공학과
C010308,강원대학교 삼척캠퍼스 공학대학 기계공학과,기계공학과
C010309,강원대학교 삼척캠퍼스 공학대학 자동차공학과,자동차공학과
C010310,강원대학교 삼척캠퍼스 공학대학 메카트로닉스공학과,메카트로닉스공학과
C010311,강원대학교 삼척캠퍼스 공학대학 전기공학과,전기공학과
C010312,강원대학교 삼척캠퍼스 공학대학 제어계측공학과,제어계측공학과
C010313,강원대학교 삼척캠퍼스 공학대학 화학공학과,화학공학과
C010314,강원대학교 삼척캠퍼스 공학대학 신소재공학과,신소재공학과
C010319,강원대학교 연구소 DMZHELP센터,DMZHELP센터
C010320,강원대학교 연구소 건강돌봄연구소,건강돌봄연구소
C010321,강원대학교 삼척캠퍼스 계약직원징계위원회,계약직원징계위원회
C010324,강원대학교 대학원 법학전문대학원 법학과,법학과
C010328,강원대학교 삼척캠퍼스 일반대학원,일반대학원
C010331,강원대학교 삼척캠퍼스 도계생활관,도계생활관
C010333,강원대학교 부속기관 제127학생군사교육단,제127학생군사교육단
C010334,강원대학교 삼척캠퍼스 학교기업 강원요트조종면허시험장,강원요트조종면허시험장
C010336,강원대학교 공과대학 건축학과,건축학과
C010337,강원대학교 공과대학 건축공학과,건축공학과
C010351,강원대학교 부속기관 신문방송사,신문방송사
C010352,강원대학교 의생명과학대학 분자생명과학과,분자생명과학과
C010353,강원대학교 의생명과학대학 생명건강공학과,생명건강공학과
C010354,강원대학교 의생명과학대학 시스템면역과학과,시스템면역과학과
C010355,강원대학교 의생명과학대학 의생명공학과,의생명공학과
C010356,강원대학교 부속기관 지식정보디자인혁신센터,지식정보디자인혁신센터
C010357,강원대학교 대학대학원,대학대학원
C010358,강원대학교 대학대학원 제1행정실,제1행정실
C010359,강원대학교 대학대학원 제2행정실,제2행정실
C010360,강원대학교 대학대학원 제3행정실,제3행정실
C010361,강원대학교 대학대학원 제4행정실,제4행정실
C010362,강원대학교 대학대학원 제5행정실,제5행정실
C010363,강원대학교 대학대학원 제6행정실,제6행정실
C010364,강원대학교 대학대학원 제7행정실,제7행정실
C010365,강원대학교 대학대학원 제8행정실,제8행정실
C010366,강원대학교 대학대학원 제9행정실,제9행정실
C010367,강원대학교 삼척캠퍼스 대학대학원,대학대학원
C010368,강원대학교 삼척캠퍼스 대학대학원 제10행정실,제10행정실
C010369,강원대학교 삼척캠퍼스 대학대학원 제11행정실,제11행정실
C010370,강원대학교 삼척캠퍼스 대학대학원 제12행정실,제12행정실
C010371,강원대학교 대외협력본부 대외협력팀 강원대경영학과동창회장학재단,강원대경영학과동창회장학재단
C010372,강원대학교 농업생명과학대학 농업자원경제학과,농업자원경제학과
C010373,강원대학교 농업생명과학대학 농업생명과학연구소,농업생명과학연구소
C010374,강원대학교 농업생명과학대학 농업전문경영트랙제사업단,농업전문경영트랙제사업단
C010375,강원대학교 사범대학 역사교육과,역사교육과
C010376,강원대학교 사범대학 지리교육학과,지리교육학과
C010377,강원대학교 사범대학 일반사회교육학과,일반사회교육학과
C010378,강원대학교 부속기관 UNEP에코피스리더쉽센터,UNEP에코피스리더쉽센터
C010379,강원대학교 사무국 시설관리과 연구실안전관리위원회,연구실안전관리위원회
C010380,강원대학교 삼척캠퍼스 (재)강원대학교삼척캠퍼스발전기금,(재)강원대학교삼척캠퍼스발전기금
C010382,강원대학교 삼척캠퍼스 교양과정,교양과정
C010383,강원대학교 연구소 체육과학연구소,체육과학연구소
C010384,강원대학교 연구소 체육과학연구소 건강체력센터,건강체력센터
C010386,강원대학교 대외협력본부 대외협력팀 강원대학교발전기금재단,강원대학교발전기금재단
C010387,강원대학교 대외협력본부 대외협력팀 우당학술진흥재단,우당학술진흥재단
C010388,강원대학교 대외협력본부 대외협력팀 이희령최경애부부장학회,이희령최경애부부장학회
C010389,강원대학교 대외협력본부 대외협력팀 강원대학교창강학술장학재단,강원대학교창강학술장학재단
C010390,강원대학교 대외협력본부 대외협력팀 강원대학교단하학술장학재단,강원대학교단하학술장학재단
C010391,강원대학교 연구소 비교법학연구소,비교법학연구소
C010392,강원대학교 부속기관 강원대학교사범대학부설고등학교,강원대학교사범대학부설고등학교
C010393,강원대학교 부속기관 체육부,체육부
C010394,강원대학교 수의과대학 부속동물병원,부속동물병원
C010395,강원대학교 부속기관 중앙박물관,중앙박물관
C010396,강원대학교 부속기관 보건진료소,보건진료소
C010397,강원대학교 부속기관 중앙도서관,중앙도서관
C010398,강원대학교 부속기관 공학교육혁신센터,공학교육혁신센터
C010399,강원대학교 부속기관 중앙도서관 학술정보지원과,학술정보지원과
C010400,강원대학교 부속기관 중앙도서관 학술정보운영과,학술정보운영과
C010401,강원대학교 연구소 줄기세포연구소,줄기세포연구소
C010403,강원대학교 연구소 기초과학연구소,기초과학연구소
C010404,강원대학교 연구소 강원문화연구소,강원문화연구소
C010405,강원대학교 연구소 산업기술연구소,산업기술연구소
C010406,강원대학교 연구소 과학교육연구소,과학교육연구소
C010407,강원대학교 연구소 동물자원공동연구소,동물자원공동연구소
C010408,강원대학교 연구소 환경연구소,환경연구소
C010409,강원대학교 부속기관 공동실험실습관,공동실험실습관
C010410,강원대학교 부속기관 농촌사회교육원,농촌사회교육원
C010411,강원대학교 연구소 생명과학연구소,생명과학연구소
C010412,강원대학교 부속기관 생활체육지도자연수원,생활체육지도자연수원
C010414,강원대학교 부속기관 예비군연대,예비군연대
C010415,강원대학교 연구소 인문과학연구소,인문과학연구소
C010416,강원대학교 연구소 지구자원연구소,지구자원연구소
C010417,강원대학교 정보과학행정대학원,정보과학행정대학원
C010418,강원대학교 연구소 정보통신연구소,정보통신연구소
C010419,강원대학교 부속기관 중등교육연수원,중등교육연수원
C010420,강원대학교 연구소 청강제지기술연구소,청강제지기술연구소
C010421,강원대학교 부속기관 출판부,출판부
C010422,강원대학교 부속기관 평생교육원,평생교육원
C010423,강원대학교 부속기관 평의원회,평의원회
C010424,강원대학교 연구소 생명공학연구소,생명공학연구소
C010425,강원대학교 연구소 산림과학연구소,산림과학연구소
C010426,강원대학교 연구소 경영연구소,경영연구소
C010427,강원대학교 연구소 영상문화연구소,영상문화연구소
C010428,강원대학교 연구소 의과학연구소,의과학연구소
C010429,강원대학교 연구소 한국동굴연구소,한국동굴연구소
C010430,강원대학교 연구소 혈관연구센터,혈관연구센터
C010431,강원대학교 산학협력단 사업단,사업단
C010432,강원대학교 연구소 항체연구소,항체연구소
C010434,강원대학교 연구소 조형예술연구소,조형예술연구소
C010435,강원대학교 연구소 석재복합건설신소재연구소,석재복합건설신소재연구소
C010436,강원대학교 부속기관 과학영재교육원,과학영재교육원
C010437,강원대학교 연구소 GIS연구소,GIS연구소
C010438,강원대학교 연구소 분자과학융합기술연구소,분자과학융합기술연구소
C010439,강원대학교 연구소 한방바이오연구소,한방바이오연구소
C010440,강원대학교 연구소 풍력발전시스템연구센터,풍력발전시스템연구센터
C010441,강원대학교 삼척캠퍼스 부속시설 삼척생활관,삼척생활관
C010443,강원대학교 삼척캠퍼스 공학대학 재료금속학과,재료금속학과
C010444,강원대학교 삼척캠퍼스 공학대학 산업경영공학과,산업경영공학과
C010445,강원대학교 삼척캠퍼스 공학대학 소방방재학부 소방방재학전공,소방방재학전공
C010446,강원대학교 삼척캠퍼스 공학대학 소방방재학부 방재안전공학전공,방재안전공학전공
C010447,강원대학교 삼척캠퍼스 공학대학 소방방재학부 재난관리공학전공,재난관리공학전공
C010448,강원대학교 삼척캠퍼스 인문사회과학대학 지역경제학과,지역경제학과
C010449,강원대학교 삼척캠퍼스 인문사회과학대학 영미언어문화학과,영미언어문화학과
C010450,강원대학교 삼척캠퍼스 인문사회과학대학 일본어학과,일본어학과
C010452,강원대학교 삼척캠퍼스 방재전문대학원,방재전문대학원
C010453,강원대학교 삼척캠퍼스 산업과학대학원,산업과학대학원
C010454,강원대학교 부속기관 공자학원,공자학원
C010456,강원대학교 부속기관 학생생활관,학생생활관
C010457,강원대학교 부속기관 기초교육원,기초교육원
C010458,강원대학교 부속기관 강원의료융합인재양성센터,강원의료융합인재양성센터
C010459,강원대학교 부속기관 기후변화과학원,기후변화과학원
C010460,강원대학교 부속기관 의학영재교육원,의학영재교육원
C010461,강원대학교 부속기관 양성평등성상담센터,양성평등성상담센터
C010462,강원대학교 부속기관 아시아태평양협력아카데미,아시아태평양협력아카데미
C010463,강원대학교 위원회 교원양성기관자체평가기획위원회,교원양성기관자체평가기획위원회
C010464,강원대학교 부속기관 야생동물구조센터,야생동물구조센터
C010465,강원대학교 위원회 기획위원회,기획위원회
C010466,강원대학교 위원회 정책심의위원회,정책심의위원회
C010467,강원대학교 산학협력단 사업단 BR미디어프로덕션,BR미디어프로덕션
C010469,강원대학교 산학협력단 사업단 강원도DMZ지리공원조성사업단,강원도DMZ지리공원조성사업단
C010470,강원대학교 산학협력단 사업단 강원창업보육센터,강원창업보육센터
C010472,강원대학교 부속기관 학생생활관 행정지원팀,행정지원팀
C010473,강원대학교 산학협력단 사업단 뉴트라슈티컬BK21사업단,뉴트라슈티컬BK21사업단
C010474,강원대학교 산학협력단 사업단 웰빙환경사업단,웰빙환경사업단
C010475,강원대학교 산학협력단 사업단 신경보호제기전연구인력양성사업팀,신경보호제기전연구인력양성사업팀
C010476,강원대학교 산학협력단 사업단 플라즈마응용연구인력양성사업팀,플라즈마응용연구인력양성사업팀
C010477,강원대학교 산학협력단 사업단 친환경건설전문가양성사업팀,친환경건설전문가양성사업팀
C010478,강원대학교 산학협력단 사업단 스마트메카트로닉스사업팀,스마트메카트로닉스사업팀
C010479,강원대학교 산학협력단 사업단 생체역학기반기계설계사업팀,생체역학기반기계설계사업팀
C010480,강원대학교 산학협력단 사업단 첨단BT기반인력양성사업팀,첨단BT기반인력양성사업팀
C010481,강원대학교 산학협력단 사업단 에코포리스트,에코포리스트
C010482,강원대학교 산학협력단 사업단 농업전문창업보유센터,농업전문창업보유센터
C010483,강원대학교 산학협력단 사업단 국제농촌개발협력사업단,국제농촌개발협력사업단
C010484,강원대학교 산학협력단 사업단 친환경농산물안전성센터,친환경농산물안전성센터
C010485,강원대학교 산학협력단 사업단 분자과학원천기술핵심인력양성팀,분자과학원천기술핵심인력양성팀
C010486,강원대학교 산학협력단 사업단 첨단숏크리트인프라구축사업팀,첨단숏크리트인프라구축사업팀
C010487,강원대학교 산학협력단 사업단 혈관질환연구인력양성팀,혈관질환연구인력양성팀
C010488,강원대학교 산학협력단 사업단 강원웰빙특산화지역혁신센터,강원웰빙특산화지역혁신센터
C010490,강원대학교 산학협력단 사업단 양구민들레RIS사업단,양구민들레RIS사업단
C010491,강원대학교 연구소 산업경제연구소,산업경제연구소
C010492,강원대학교 연구소 교육연구소,교육연구소
C010493,강원대학교 연구소 방재연구센터,방재연구센터
C010494,강원대학교 부속기관 한국어문화원,한국어문화원
C010496,강원대학교 교육대학원 외국어로서의한국어교육전공,외국어로서의한국어교육전공
C010497,강원대학교 산학협력단 사업단 해피플러스,해피플러스
C010498,강원대학교 연구소 사회과학연구원,사회과학연구원
C010499,강원대학교 대학원 녹색생명산업정책대학원,녹색생명산업정책대학원
C010500,강원대학교 농업생명과학대학 식품생명공학과,식품생명공학과
C010502,강원대학교 대학원 법학전문대학원 법률클리닉센터,법률클리닉센터
C010503,강원대학교 부속기관 창업지원단,창업지원단
C010504,강원대학교 연구소 다문화연구소,다문화연구소
C010505,강원대학교 삼척캠퍼스 공학대학 해양건설시스템공학과,해양건설시스템공학과
C010506,강원대학교 삼척캠퍼스 인문사회과학대학 공공행정학과,공공행정학과
C010507,강원대학교 부속기관 창업지원단 창업지원센터,창업지원센터
C010508,강원대학교 부속기관 창업지원단 창업교육센터,창업교육센터
C010509,강원대학교 부속기관 창업지원단 창업보육센터,창업보육센터
C010510,강원대학교 교육대학원 학교상담전공,학교상담전공
C010511,강원대학교 교육대학원 교육행정전공,교육행정전공
C010512,강원대학교 교육대학원 교육과정교육방법전공,교육과정교육방법전공
C010513,강원대학교 산학협력단 사업단 강원여성과학기술인육성지원사업단,강원여성과학기술인육성지원사업단
C010516,강원대학교 위원회 강원대학교총장후보추천관리단,강원대학교총장후보추천관리단
C010517,강원대학교 위원회 강원대학교총장후보초빙위원회,강원대학교총장후보초빙위원회
C010518,강원대학교 위원회 강원대학교총장임용추진위원회,강원대학교총장임용추진위원회
C010519,강원대학교 삼척캠퍼스 부속시설 공학교육혁신센터 지식재산교육선도대학사업운영단,지식재산교육선도대학사업운영단
C010520,강원대학교 부속기관 LINC사업단,LINC사업단
C010522,강원대학교 정보화본부,정보화본부
C010523,강원대학교 입학본부,입학본부
C010524,강원대학교 입학본부 입학과,입학과
C010525,강원대학교 입학본부 입학전형실,입학전형실
C010527,강원대학교 정보화본부 정보화담당관,정보화담당관
C010528,강원대학교 정보화본부 정보화지원부,정보화지원부
C010529,강원대학교 위원회 연구윤리위원회,연구윤리위원회
